Title,Price,Address,Bathroom,Room,Furnished,Pet Allowed 
5 1/2 Haut de duplex Saint-Léonard,$1150.00,8365 Rue de Pontmain Saint-Léonard QC H1R 2R8 Canada,1,Unknown,Non,Non
3 CAC 1 SDB : Plateau-Mont-Royal/ rue Bordeaux,$2100.00,4360 Rue de Bordeaux Montréal QC H2H 1Z7 Canada,1,Unknown,Non,Non
Recherché :Stationnement à louer,$Surdemande, H1n 2y8 Ville de Montréal QC,Unknown,Unknown,Unknown,Unknown
Chambre à louer temporairement à Montréal,$40.00,Avenue de l'Épée Montréal QC H3N 2G2 Canada,Unknown,Unknown,Oui,Non
Great Condo for Rent,$1400.00,223 Rue Galt Verdun QC H4G 2P3 Canada,1,Unknown,Non,Limité
Recherché :Appartement a louer,$1200.00,Boulevard Décarie Mont-Royal QC H4P 2N2 Canada,1,Unknown,Non,Non
Recherché :Recherche 3 et demi,$800.00,Beaubien 6530 Avenue De Chateaubriand Montréal QC H2S 2N7 Canada,1,Unknown,Non,Limité
"2E & DERNIÈRE CHB DOUBLE ""ALL DRESSED"" ET PARTICULIÈRE À LOUER",$424.00,6020 Rue Bélanger Saint-Léonard QC H1T 1G8 Canada,1,Unknown,Oui,Non
Chambre meublée Vieux-Rosemont,$520.00,4433 Avenue Charlemagne Montréal QC H1X 2H2 Canada,Unknown,Unknown,Oui,Non
Verdun Superbe 5 ½ 3e étage,$1175.00,6e Avenue Verdun QC H4G 3A3 Canada,1,Unknown,Non,Limité
Location chalet,$Surdemande,st gabriel de brandon Canada,1,2,Oui,Oui
Très Belle CHAMBRE Balcon Privé Patio Foyer Quartier Rosemont,$585.00, H1X2S7 H1X2S7 QC Canada,Unknown,Unknown,Oui,Unknown
Coloc 8 pers terrasse sur toit femme de ménage 350m du métro,$580.00,555 Rue de l'Église Verdun QC H4G 2M7 Canada,Unknown,Unknown,Oui,Non
DOWNTOWN CONCORDIA - LE SEVILLE 3 - 2 BDR w/ parking,$2200.00,1414 Rue Chomedey Montréal QC H3H 0A2 Canada,1,Unknown,Oui,Oui
Rénové et moderne 3 1/2 style condo à Ahuntsic,$985.00,3285 Boulevard Gouin E Montréal-Nord QC H1H 5N8 Canada,1,Unknown,Non,Limité
Studio-Condo à louer au Centre-ville Ville-Marie CHUM,$1195.00,1255 Rue de Bullion Montréal QC H2X 0B9,1,Unknown,Non,Non
Belle chambre meublée pour homme dans le quartier Hochelaga,$715.00,3929 Rue Ontario E Montréal QC H1W 1S8 Canada,Unknown,Unknown,Oui,Non
RECHERCHE COLOC SECTEUR AHUNTSIC 1ER DECEMBRE CHAMBRE MEUBLÉ,$450.00,9620 Rue J J Gagnier Montréal QC H2B 2Z5 Canada,Unknown,Unknown,Oui,Unknown
VILLAGE- 1 CHAMBRE @ VSL -514-856-0038,$850.00,975 Du Ruisseau Saint Laurent QC H4L 1E2,1,Unknown,Non,Oui
Old Mtl 1br Loft in Historical building with Rooftop Terrace,$1795.00,415 Rue des Récollets Montréal QC H2Y 1W3 Canada,1,Unknown,Oui,Non
Condo à louer,$1400.00,223 Rue Galt Verdun QC H4G 2P3 Canada,1,Unknown,Non,Limité
Verdun Beau 5 ½ au 1er étage avec sous-sol fini,$1460.00,5e Avenue Verdun QC H4G 2Z3 Canada,1,Unknown,Non,Limité
Rénové studio style condo à Ahuntsic,$750.00,3285 Boulevard Gouin E Montréal-Nord QC H1H 5N8 Canada,1,Unknown,Non,Limité
Superbe chambre à louer BERRI-UQAM,$675.00,centre-ville h2l5g2 Canada,Unknown,Unknown,Oui,Non
41/2 à 5 min à pied métro Côte-des-neiges impeccable,$1150.00,3770 edouard-montpetit montreal h3t 1h3 QC Canada,1,Unknown,Oui,Non
51/2 totalement rénové - semi meublé,$1850.00,4271 Rue Parthenais Montréal QC H2H 2G2 Canada,1,Unknown,Non,Non
Large Room Sublet Avail Now Plateau Mile End super central,$750.00,H2W2N4 Canada,Unknown,Unknown,Oui,Oui
1 CHAMBRE 4 1/2 REPRISE DE BAIL JANVIER BERRI UQAM,$600.00,1653 Rue Atateken Montréal QC H2L 3L4 Canada,Unknown,Unknown,Oui,Oui
Cozy Condo for rent. fully furnished. Best part Downtown!,$1480.00,1200 Rue St-Alexandre Montréal QC H3B 3H5 Canada,1,Unknown,Oui,Non
loue une place de stationnement pres du Métro pix-II,$Surdemande,2801 Avenue d'Orléans Montréal QC H1X 2A6 Canada,Unknown,Unknown,Unknown,Unknown
Sous-location chambre dans une collocation de 4 - Av Willowdale,$650.00,323 Rue Beaubien E Montréal QC H2S 1R9 Canada,1,1,Oui,Non
chambre à louer POUR JEUNE QUI TRAVAILLE NON FUMEUR ET CALME,$395.00, Boul. Lacordaire-Boul. Léger h1g 1k4 QC Canada,Unknown,Unknown,Oui,Non
Tremendous Location! Guy-Concordia-Cozy-Updated-Modern!,$1000.00,2085 rue Guy Montreal QC H3H 2M1,1,Unknown,Non,Oui
Best views & biggest units! Near McGill,$1875.00,1212 avenue des Pins Ouest Montreal QC H3G 1A9,2,Unknown,Non,Oui
Best views & biggest units! Gym pool and sauna,$2570.00,1212 avenue des Pins Ouest Montreal QC H3G 1A9,2,Unknown,Non,Oui
Large suite in Downtown Montreal! Newly renovated - Concordia,$2045.00,2070 Boulevard de Maisonneuve O Montreal QC H3H 1K8,1,Unknown,Non,Oui
Magnificient suites! Close to downtown and Mount Royal Park,$3235.00,1212 avenue des Pins Ouest Montreal QC H3G 1A9,2,Unknown,Non,Oui
Tremendous Location! Guy-Concordia-Modern!,$1325.00,1444 Mackay Montreal QC H3G 2H9,1,Unknown,Non,Oui
Fully renovated 2 bed. suite Plateau & Lafontaine Park,$1675.00,3655 Papineau Montreal QC H2K 4K1,1,Unknown,Non,Oui
Lafontaine Park - Newly renovated! All included,$1145.00,1150 Sherbrooke Street East Montreal QC H2L 1L8,1,Unknown,Non,Oui
Old Mtl 1br Loft in Historical building with Rooftop Terrace,$1795.00,415 Rue des Récollets Montréal QC H2Y 1W3 Canada,1,Unknown,Oui,Non
Rosemont Petite Patrie 3 1/2 neuf avec internet libre de suite,$1525.00,2107 rue Beaubien montréal QC H2G 1M5,1,Unknown,Non,Limité
CENTRE-VILLE-PLATEAU-METRO PLACE DES ARTS ** STUDIO 1 1/2 **,$Surdemande,3475 Saint-Urbain Montreal QC H2X 2N4,1,Unknown,Non,Oui
NDG Commercial Space - GREAT LOCATION - 2300 sqft,$2950.00,5451 Rue St-Jacques Montreal QC H4A 2E1,Unknown,Unknown,Non,Unknown
1385$/moisPlateau Grand 3 1/2 NEUF! Electros et Stores inclus,$1385.00,5307 Rue Marquette Montréal QC H2J 3Z4 Canada,1,Unknown,Non,Non
Lafontaine Park - Newly renovated! All included,$1145.00,1150 Sherbrooke Street East Montreal QC H2L 1L8,1,Unknown,Non,Oui
Renovated. Pool Gym Close to Concordia,$1145.00,2125 Rue Saint-Marc Montreal QC H3H 2P1,1,Unknown,Non,Oui
Large Loft in Downtown Montreal! Newly Renovated.,$1865.00,1444 Mackay Montreal QC H3G 2H9,1,Unknown,Non,Oui
Renovated Plateau Lafontaine Park,$1395.00,3655 Papineau Montreal QC H2K 4K1,1,Unknown,Non,Oui
Crescent St! Guy-Concordia-Free Wi-Fi-Updated-Modern!,$1935.00,1420 Rue Crescent Montreal QC H3G 2B7,1,Unknown,Non,Oui
Huge renovated suite! Near McGill & Mt Royal Park,$1685.00,1212 avenue des Pins Ouest Montreal QC H3G 1A9,1,Unknown,Non,Oui
Fully renovated Downtown.,$1923.00,2050 Boulevard de Maisonneuve O Montreal QC H3H 1K7,1,Unknown,Non,Oui
Tremendous Location! Guy-Concordia-Crescent St- Updated Modern!,$1370.00,1420 Rue Crescent Montreal QC H3G 2B7,1,Unknown,Non,Oui
Lafontaine Park - Newly renovated! All included,$1330.00,1150 Sherbrooke Street East Montreal QC H2L 1L8,1,Unknown,Non,Oui
Plateau! Renovated- Parc La Fontaine- Great views,$1035.00,3655 Papineau Montreal QC H2K 4K1,1,Unknown,Non,Oui
2 months free! Luxury Living - Heart of The Golden Mile Square,$2955.00,3475 rue de la Montagne Montreal QC H3G 2A4,1,Unknown,Non,Oui
Up to 2 months FREE! Downtown pool rooftop BBQ terrace gym,$1670.00,3475 rue de la Montagne Montreal QC H3G 2A4,1,Unknown,Non,Oui
Lafontaine Park - Amazing views! All included!,$1095.00,1150 Sherbrooke Street East Montreal QC H2L 1L8,1,Unknown,Non,Oui
Up to 2 months free! Luxury Living - Golden Mile Square,$1995.00,3475 rue de la Montagne Montreal QC H3G 2A4,1,Unknown,Non,Oui
Condo-Style- Downtown-Ensuite Laundry! Gym!,$1365.00,345 rue De La Gauchetière Ouest Montreal QC H2Z 0A2,1,Unknown,Non,Oui
Plateau! All-incl. 4½! On Sherbrooke,$1855.00,450 Sherbrooke Street East Montreal QC H2L 1J8,1,Unknown,Non,Oui
Condo-Style-Victoria Square-En-suite Laundry! Gym,$1865.00,345 rue De La Gauchetière Ouest Montreal QC H2Z 0A2,2,Unknown,Non,Oui
Condo-Style-Victoria Square-In-suite Laundry!,$1550.00,345 rue De La Gauchetière Ouest Montreal QC H2Z 0A2,2,Unknown,Non,Oui
Condo-Style-Downtown Ensuite Laundry! Gym!,$1755.00,345 rue De La Gauchetière Ouest Montreal QC H2Z 0A2,1,Unknown,Non,Oui
Près métro Langelier St-Léonard paisible 4.5 4½,$890.00,6502 Langelier Montréal QC H1M 2C3,1,Unknown,Non,Non
Magnifique 4 1/2 rénové meublé Hochelaga Maisonneuve HoMa,$1445.00,1878 Avenue Aird Montréal QC H1V 2V6 Canada,1,Unknown,Oui,Limité
TRÈS BEAU 3 1/2 PLATEAU MONT-ROYAL LIBRE 1er DÉCEMBRE,$1350.00,4086 Rue Saint-Denis Montréal QC H2W 2M5 Canada,1,1,Oui,Non
GRANDE CHAMBRE ENSOLEILLE,$595.00,4102 Rue Saint-Dominique Montréal QC H2W 2A8 Canada,Unknown,Unknown,Oui,Oui
NDG Commercial Space - GREAT LOCATION - 2300 sqft,$2950.00,5451 Rue St-Jacques Montreal QC H4A 2E1,Unknown,Unknown,Non,Unknown
1550 Docteur-Penfield - 4 ½,$1800.00,1550 av. Docteur-Penfield Montréal QC H3G 1C2,2,Unknown,Non,Oui
4.5 Métro Côte-des-Neiges Hôpital Général Juif sur Dupuis,$725.00,3815 Dupuis Montréal QC H3T 1E5,1,Unknown,Non,Non
Logement abordable Vieux-Rosemont tranquille.,$605.00,5220 6ème avenue Montréal QC H1Y 2P6,1,Unknown,Non,Non
3.5 à l'étage Université Montréal HEC ORATOIRE,$1300.00,3635 Ridgewood Montréal QC H3V 1B4,1,Unknown,Non,Non
4.5 4½ Université Montréal HEC ORATOIRE METRO COTE-DES-NEIGES,$1550.00,3605 Ridgewood Montréal QC H3V 1B4,1,Unknown,Non,Oui
Big 1½ quiet on University street near McGill,$750.00,3547 Université Montréal QC H3A 2B1,1,Unknown,Non,Non
5½ Collège Bois de Boulogne TOUT INCLUS 3 chambres gare train,$1150.00,1595 Henri Bourassa Montréal QC H3M 3B4,1,Unknown,Non,Non
Recherché :Roomates Required,$Surdemande,Rue Goyer Montréal QC H3S 1H2 Canada,Unknown,Unknown,Oui,Non
chambre pour JEUNE QUI TRAVAILLE NON FUMEUR ET CALME,$395.00, Boul. Lacordaire- Boul. Léger h1g 1k4 QC Canada,Unknown,Unknown,Oui,Non
3chambres 5 1/2 renove a 100 % PLateau Mont Royal,$2000.00, h2b2b8 montreal QC,1,Unknown,Non,Non
Petite chambre 6 mètres carrés (67 square feet ) (small room) #2,$705.00,2146 Rue Montgomery Montréal QC H2K 2R8 Canada,Unknown,Unknown,Oui,Non
Feb. 1 - Room/roommate - Great apartment to share (all included),$850.00,Rue Chapleau Montréal QC H2K 3H7 Canada,Unknown,Unknown,Oui,Non
Recherche coloc - Côte-des-Neiges - 600$ tout compris - Meublé,$600.00,4865 Chemin Queen Mary Montréal QC H3W 1X1 Canada,Unknown,Unknown,Unknown,Oui
ONE bedroom Near Atwater Metro,$749.00,3025 Rue Sherbrooke.W ,Unknown,Unknown,Non,Non
1 fév.- Chambre/coloc -Splendide appart à partager -tout-inclus,$850.00,Rue Chapleau Montréal QC H2K 3H7 Canada,Unknown,Unknown,Oui,Non
Recherché :Need a room for rent for Emergency.,$700.00, montreal H2X2C9 QC Canada,1,1,Non,Non
Condo Lux Heart of Downton Centreville Montreal-850sf,$1595.00,1455 rue Towers H3H2E2 Montreal QC,1,Unknown,Non,Non
Chambre à 450$/mois libre décembre métro Cadillac tout inclus,$450.00,Montréal QC H1N 2R7 Canada,Unknown,Unknown,Oui,Non
Spacieux 5 ½ de 1 139 pi.ca - Secteur Ahuntsic,$2000.00,1400 Rue Sauvé O Montréal QC H4N 1C5 Canada,1,Unknown,Non,Oui
Spacieux 4 ½ de 953 pi.ca - Secteur Ahuntsic,$1800.00,1400 Rue Sauvé O Montréal QC H4N 1C5 Canada,1,Unknown,Non,Limité
CHAMBRE NON-FUMEUR À LOUER POUR FILLE SEULEMENT SECTEUR UDEM,$220.00, Côte des neiges H3T1L2 QC Canada,Unknown,Unknown,Oui,Non
Le 4602 rue Iberville appartement moderne et aire ouverte,$1300.00,4602 Rue d'Iberville Montréal QC H2H 2M2 Canada,1,Unknown,Non,Non
Logement,$1195.00, H2G3B1 Montreal QC Canada,1,Unknown,Non,Oui
Furnished Condo For Rent - Hydro Internet Locker Included,$2200.00,Rue Rufus Rockhead Montréal QC H3J Canada,1,Unknown,Oui,Non
Great 2 bedroom apartment for rent in Cote St-Luc!,$1695.00,5775 Cavendish Boulevard Montreal QC H4W 3L9,1,Unknown,Non,Limité
MILE-EX SUPERBE LOFT/ BUREAU 6395 ST-LAURENT (BEAUBIEN),$1850.00,6395 Boul St-Laurent Montréal QC H2S 3C3 Canada,Unknown,Unknown,Non,Unknown
CHAMBRE NON-FUMEUR À LOUER POUR FILLE SEULEMENT SECTEUR UDEM,$220.00, Côte des neiges H3T1L2 QC Canada,Unknown,Unknown,Oui,Non
5 1/2 outremont a coté du métro,$1595.00,1060 Avenue Van Horne Outremont QC H2V 3Y6 Canada,Unknown,Unknown,Non,Unknown
4 month lease transfer in the heart of Old Montreal,$1595.00,777 Boulevard Robert-Bourassa Montréal QC H3C 3Z7 Canada,1,1,Oui,Unknown
METRO COTE ST. CATH. LARGE 3.5 RENOV.,$925.00,5615 Rue Beaucourt Montréal QC H3W 2T7 Canada,1,Unknown,Non,Non
2E ET DERNIÈRE CHAMBRE TOUTE MEUBLÉE À LOUER URGENT !!!!,$424.00,6820 Rue Bélanger Montréal QC H1M Canada,Unknown,Unknown,Oui,Non
Très grand appartement 6 1/2 Plateau Mont-Royal,$2995.00,5192 Rue Saint-André Montréal QC H2J 3A7 Canada,2,Unknown,Non,Non
5 1/2 neuf et luxueux à Griffintown - Livraison aout 2020,$3010.00,1310 rue Ottawa Montréal QC H3C 2G6,1,Unknown,Non,Oui
Belle chambre à louer du 7 déc au 10 janvier Vieux-Rosemont,$560.00,5728 9e Avenue Montréal QC H1Y 2J9 Canada,1,1,Oui,Non
CHAMBRES DISPONIBLE/ ROOMS AVAILABLE IN A 8 1/2,$600.00,2182 Avenue du Mont-Royal E Montréal QC H2H 1K3 Canada,Unknown,Unknown,Oui,Unknown
3 Bdrm available at 5199 East Sherbrooke East Suite 3361,$2620.00,5199 East Sherbrooke East Suite 3361 Montreal QC H1T 3X2,1,Unknown,Non,Oui
Appartement 4 1/2 Plateau Mont-Royal,$1995.00,5194 Rue Saint-André Montréal QC H2J 3A7 Canada,1,Unknown,Non,Non
3.5 à louer / Outremont,$1345.00,55 Chemin de la Côte-Sainte-Catherine Outremont QC H2V 2A5 Canada,1,Unknown,Non,Non
3 1/2 APARTMENTS NEAR CONCORDIA - DOWNTOWN-DAWSON,$1150.00,1445 Rue du Fort Montréal QC H3H 2C2 Canada,1,Unknown,Non,Non
3 1/2 APPARTMENT-DOWNTOWN-MCGILL-CONCORDIA,$1150.00,3462 Rue Aylmer Montréal QC H2X 2B6 Canada,1,Unknown,Non,Non
Because You Deserve a Deal for the Holidays,$1400.00,2080 Wellington H3K 1W9 Montreal QC,1,Unknown,Non,Non
Recherché :URGENT RECHERCHE UN APPARTEMENT POUR LE 1ER DÉCEMBRE,$Surdemande, Montréal H2k2z5 QC Canada,1,Unknown,Oui,Oui
Appartement 4 1/2 à louer Plateau * Rénové * Électros * Dispo *,$1449.00,4563 Rue de la Roche Montréal QC H2J 3J5 Canada,1,Unknown,Non,Non
plateau beau 3 1/2 meublé chauffé literie internet .....1450$,$1450.00,delorimier h2h 2c2 plateau QC,1,1,Oui,Unknown
SMALL HOUSE FOR RENT MONTHLY,$720.00,168 Terrasse Cadieux Rosemère QC J7A 1G7 Canada,1,1,Oui,Oui
Because You Deserve Modern Lower Duplex:Garage Basement & Garden,$2000.00,5550 Adalbert H4W 2B2 Montreal QC,2,Unknown,Non,Non
PLATEAU MEUBLÉ TOUT INCLUS 5 1/2 2 ch fermées Métro Laurier,$1975.00,5340 Rue Saint-Denis Montréal QC H2J 2M3 Canada,1,Unknown,Oui,Non
1385$/moisPlateau Grand 3 1/2 NEUF! Electros et Stores inclus,$1385.00,5307 Rue Marquette Montréal QC H2J 3Z4 Canada,1,Unknown,Non,Non
Pointe St-Charles 2 bdr next to metro internet included,$1800.00, pointe st-charles h3k1j8 QC Canada,1,Unknown,Non,Non
VILLAGE- 1 CHAMBRE @ VSL -514-856-0038,$850.00,975 Du Ruisseau Saint Laurent QC H4L 1E2,1,Unknown,Non,Oui
Furnished Condo For Rent - Hydro Internet Locker Included,$1800.00,1265 Rue Lambert Closse Montréal QC H3H 1Z4 Canada,1,Unknown,Oui,Non
1 month free* 4 1/2 apartment in Westmount - pool gym doorman,$1960.00,4800 De Maisonneuve West Westmount QC H3Z 1M2,2,Unknown,Non,Limité
4800 Maisonneuve West modern 2 bedroom apartment in Westmount,$2120.00,4800 De Maisonneuve West Westmount QC H3Z 1M2,1,Unknown,Non,Limité
renovated studio in Milton Park near McGill and Saint-Laurent,$1095.00,25 des Pins West Montreal QC H2W 1P8,1,Unknown,Non,Limité
fully renovated 2 bedroom suite - Downtown / McGill / Concordia,$2045.00,3421 Drummond Montreal QC H3G 1X7,1,Unknown,Non,Limité
newly renovated 1 bedroom apartment on Côte-Saint-Luc 3 1/2,$1635.00,5530 Côte-Saint-Luc Montreal QC H3X 2C8,1,Unknown,Non,Limité
Downtown 1 bedroom apartment with 1.5 bathrooms pool and gym,$2200.00,3555 Côte-des-Neiges Montreal QC H3H 1V2,1,Unknown,Non,Limité
fully renovated Downtown 1 bedroom suite on Drummond,$1695.00,3435 Drummond Montreal QC H3G 1X8,1,Unknown,Non,Limité
Downtown renovated 2 bedroom 2 bathroom apartment,$2245.00,3435 Drummond Montreal QC H3G 1X8,2,Unknown,Non,Non
renovated three bedroom two bathroom suite - 4 1/2 centre-ville,$2855.00,3468 Drummond Street Montreal QC H3G 1Y4,2,Unknown,Non,Limité
renovated 2 bedroom apartment downtown on Drummond near McGill,$1795.00,3468 Drummond Street Montreal QC H3G 1Y4,1,Unknown,Non,Limité
fully renovated 4 1/2 - Downtown - Centre-Ville - McGill,$2695.00,3468 Drummond Street Montreal QC H3G 1Y4,2,Unknown,Non,Limité
Plateau Mont Royal Studio (1.5) Meublé & Équipé,$1295.00,4270 Rue De Bullion Plateau Mont-Royal montreal QC H2W 2E7,1,Unknown,Unknown,Non
NEW RENTAL CONDOS – 4-bedroom apartment for rent in Laval,$1440.00,3620 boulevard Saint-Elzéar Ouest Laval QC H7M 1E2,2,Unknown,Non,Oui
plateau beau 3 1/2 meublé chauffé literie internet .....1450$,$1450.00,delorimier h2h 2c2 plateau QC,1,Unknown,Oui,Limité
3 Bedroom Fully Furnished Apartment 10min from McGill - Jan 1st,$2500.00,3642 Avenue Coloniale Montréal QC H2X 2Y6 Canada,1,Unknown,Oui,Non
3 Bdrm available at 135 East Sherbrooke street Montreal,$2195.00,135 East Sherbrooke street Montreal QC H2X 1C6,1,Unknown,Non,Non
Plateau Mont Royal Studio (1.5) Meublé & Équipé,$1295.00,4270 Rue De Bullion Plateau Mont-Royal montreal QC H2W 2E7,1,Unknown,Unknown,Non
3 ½ à deux pas du Mont-Royal,$1450.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
GRAND 4 ½ à deux pas du Mont-Royal,$1800.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
1BR unit for rent close to Mount-Royal,$1450.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
Bureau à louer Plateau Mont Royal,$Surdemande,4529 Rue Clark Montréal QC H2T 2T3 Canada,Unknown,Unknown,Non,Unknown
Le 4602 rue Iberville appartement moderne et aire ouverte,$1300.00,4602 Rue d'Iberville Montréal QC H2H 2M2 Canada,1,Unknown,Non,Non
Beau Condo parfaitement meublé 5min de marche UdM/Guy Concordia,$1500.00,4530 Chemin de la Côte-des-Neiges Montréal QC H3V 1G1 Canada,1,Unknown,Oui,Oui
2cc-2bdrm-Condo Appartement à louer -Ville-Marie- Montréal- UQAM,$1990.00,1325 Saint Andre Montreal QC H2L 0G6,1,Unknown,Non,Oui
Belle chambre meublée pour homme dans le quartier Hochelaga,$715.00,3929 Rue Ontario E Montréal QC H1W 1S8 Canada,Unknown,Unknown,Oui,Non
3 ½ à deux pas du Mont-Royal,$1475.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
1BR unit for rent close to Mount-Royal,$1475.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
1BR unit for rent close to Mount-Royal,$1425.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
3 ½ à deux pas du Mont-Royal,$1425.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
GRAND 4 ½ à deux pas du Mont-Royal,$1800.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
3 ½ à deux pas du Mont-Royal,$1450.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
1BR unit for rent close to Mount-Royal,$1450.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,1,Unknown,Non,Limité
Large 2BR unit for rent close to Mount-royal,$1850.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,2,Unknown,Non,Limité
GRAND 4 ½ à deux pas du Mont-Royal,$1850.00,4530 chemin de la Côte-des-Neiges Montréal QC H3V 1G1,2,Unknown,Non,Limité
Appartement meublé à louer à Rosemont.,$1500.00,6887 19e avenue H1X2L9 Montreal QC,1,Unknown,Oui,Non
Chambre immense Rosement/Baubien dans logement 1800pieds carrés,$712.50,6277 Avenue de Lorimier Montréal QC H2G 2P5 Canada,Unknown,Unknown,Oui,Non
Plateau Mont Royal Studio (1.5) Meublé & Équipé,$1295.00,4270 Rue De Bullion Plateau Mont-Royal montreal QC H2W 2E7,1,Unknown,Unknown,Non
Renovated one bedroom apartment for rent,$890.00,H4E3G9 Canada,1,Unknown,Non,Limité
Maison Hamilton: Apartment for rent in Côte Saint-Luc,$1099.00,5501 Avenue Adalbert Côte-Saint-Luc QC H4W 2B1,1,Unknown,Non,Oui
3chambres/2bains 3Bed/2Bath metro Atwater Nov Dec Jan Free,$Surdemande,2151 Avenue Lincoln Montréal QC H3H 2B2 Canada,2,Unknown,Non,Oui
Beautiful 3 1/2 downtown Montreal!,$835.00,1229 Rue Mackay Montréal QC H3G 2H5 Canada,1,Unknown,Non,Non
2 Bdrm available at 6675 Darlington street Montreal,$860.00,6675 Darlington street Montreal QC H3S 2J6,1,Unknown,Non,Non
Belle chambre dans un 4 1/2 disponible dès le 1er dec 2019,$430.00,Boulevard Acadie Jarry Montreal H3N 2W3 QC Canada,Unknown,Unknown,Oui,Non
Grande chambre double Plateau Mt-Royal,$575.00,4097 Rue Dorion Montréal QC H2K 4B8 Canada,Unknown,Unknown,Oui,Non
1 Bdrm available at 2250 Guy street Montreal,$1350.00,2250 Guy street Montreal QC H3H 2M3,1,Unknown,Non,Non
4 1/2-Neuf Condo Appartement à louer-Griffintown-Tout Inclus!,$2315.00,1705 rue William Montreal QC H3J 1R3,1,Unknown,Non,Non
NEW CONSTRUCTION -NOVEMBER 2019,$1250.00,2225 Gold Street Ville Saint Laurent QC H4M 1S6,1,Unknown,Non,Non
CENTRE-VILLE-PLATEAU-METRO PLACE DES ARTS APPARTEMENT 1 ½ MEUBLÉ,$995.00,3475 Saint-Urbain Montreal QC H2X 2N4,1,Unknown,Oui,Oui
Unité 2 chambres 4 1/2 à louer PLATEAU dispo 1er déc,$2050.00,4775 Avenue Papineau Montréal QC H2H 1V4 Canada,1,Unknown,Non,Non
Lease take over December 1st 2019 in Griffintown,$1600.00,1705 Rue William Montréal QC H3J 1R3 Canada,1,Unknown,Non,Oui
Superbe 3 1/2 complètement meublé (Plateau),$1695.00,4270 Rue De Bullion Plateau Mont-Royal plateau mont royal QC H2W 2E7,1,Unknown,Oui,Non
2 Bdrm available at 2250 Guy street Montreal,$3120.00,2250 Guy street Montreal QC H3H 2M3,1,Unknown,Non,Non
Cosy Newly Renovated Apartment ! All Utilities and Internet Incl,$1195.00,4555 Av du Parc Montréal QC H2V 4E4 Canada,1,1,Oui,Non
6 1/2 for Rent,$1200.00,H1R1R8 Canada,1,Unknown,Non,Non
*visites suspendues/on hold* Mile Ex - cession de bail,$875.00,Rue Beaubien O Montréal QC H2S 1V4 Canada,1,Unknown,Non,Limité
Chalet à louer à Sutton,$3500.00,4640 Messier MONTRÉAL H2H 2J1 QC,1,2,Oui,Non
D.D.O. Bungalow a louer/for rent,$2100.00,10 Rue Cumberland Dollard-des-Ormeaux QC H9B 1V1 Canada,2,Unknown,Non,Limité
Recherché :WANTED: Room for rent,$600.00, Montreal t1l1h1 QC Canada,Unknown,Unknown,Non,Unknown
Newly Renovated 2 Bedroom Apartment in NDG,$1400.00,H3X 2H5 montreal QC H3X 2H5,1,Unknown,Non,Non
1 Bdrm available at 2444 Benny Crescent Montreal,$990.00,2444 Benny Crescent Montreal QC H4B 2R3,1,Unknown,Non,Non
Plateau Mont Royal Studio (1.5) Meublé & Équipé,$1295.00,4270 Rue De Bullion Plateau Mont-Royal montreal QC H2W 2E7,1,Unknown,Unknown,Non
Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,Unknown,Non,Not Available
Plateau Mont Royal Studio (1.5) Meublé & Équipé,$1295.00,4270 Rue De Bullion Plateau Mont-Royal montreal QC H2W 2E7,1,Unknown,Unknown,Non
3 1/2 dans Villeray,$1225.00,H2P2M7 Canada,1,Unknown,Oui,Non
NDG Condo neuf à louer /new Condo for rent,$1290.00,2007 Avenue Beaconsfield Montréal QC H4A 2G7 Canada,1,Unknown,Non,Limité
1 Bdrm available at 155 Deguire Boulevard Saint-Laurent,$840.00,155 Deguire Boulevard Saint-Laurent QC H4N 1N9,1,Unknown,Non,Non
Bachelor available at 3440 Durocher Street Montreal,$985.00,3440 Durocher Street Montreal QC H2X 2E2,1,Unknown,Non,Oui
1 Bdrm available at 3580 Lorne street Montreal,$1230.00,3580 Lorne street Montreal QC H2X 2A7,1,Unknown,Non,Oui
Bachelor available at 5740 Cavendish Boulevard Côte-Saint-Luc,$750.00,5740 Cavendish Boulevard Côte-Saint-Luc QC H4W 2T8,1,Unknown,Non,Oui
1 Bdrm available at 335 Deguire Boulevard Saint-Laurent,$900.00,335 Deguire Boulevard Saint-Laurent QC H4N 1P7,1,Unknown,Non,Non
